movieRow,movieId,title
5248,7827,Cypher (2002)
5249,7831,Another Thin Man (1939)
5250,7832,"Thin Man Goes Home, The (1945)"
5251,7833,Shadow of the Thin Man (1941)
5252,7834,After the Thin Man (1936)
5253,7835,Song of the Thin Man (1947)
5254,7836,Woodstock (1970)
5255,7840,Gunga Din (1939)
5256,7841,Children of Dune (2003)
5257,7842,Dune (2000)
5258,7843,Lammbock (2001)
5259,7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)"
5260,7845,Tremors II: Aftershocks (1996)
5261,7846,Tremors 3: Back to Perfection (2001)
5262,7872,Getting It Right (1989)
5263,7878,Straight to Hell (1987)
5264,7881,White Zombie (1932)
5265,7882,The Plague of the Zombies (1966)
5266,7883,I Walked with a Zombie (1943)
5267,7888,How to Succeed in Business Without Really Trying (1967)
5268,7889,Pat Garrett and Billy the Kid (1973)
5269,7892,"Street Fighter, The (Gekitotsu! Satsujin ken) (1974)"
5270,7894,"Duck, You Sucker (1971)"
5271,7895,Bring Me the Head of Alfredo Garcia (1974)
5272,7897,"Ballad of Cable Hogue, The (1970)"
5273,7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)
5274,7914,Berlin: Symphony of a Great City (Berlin: Die Sinfonie der Großstadt) (1927)
5275,7915,Samurai Fiction (SF: Episode One) (1998)
5276,7916,Gidget (1959)
5277,7919,Drunken Angel (Yoidore tenshi) (1948)
5278,7920,Desperate Living (1977)
5279,7921,"Devil's Rain, The (1975)"
5280,7922,"Valachi Papers,The (1972)"
5281,7924,Stray Dog (Nora inu) (1949)
5282,7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)"
5283,7926,High and Low (Tengoku to jigoku) (1963)
5284,7932,Dark Days (2000)
5285,7934,Zelig (1983)
5286,7935,Face to Face (Ansikte mot ansikte) (1976)
5287,7936,Shame (Skammen) (1968)
5288,7938,Winter Light (Nattvardsgästerna) (1963)
5289,7939,Through a Glass Darkly (Såsom i en spegel) (1961)
5290,7941,Smiles of a Summer Night (Sommarnattens leende) (1955)
5291,7942,Summer with Monika (Sommaren med Monika) (1953)
5292,7943,"Killers, The (1946)"
5293,7944,"Night of the Iguana, The (1964)"
5294,7946,Reflections in a Golden Eye (1967)
5295,7947,Under the Volcano (1984)
5296,7948,Wise Blood (1979)
5297,7951,Nightbreed (1990)
5298,7958,Bloody Mama (1970)
5299,7959,"Trip, The (1967)"
5300,7976,Ken Park (2002)
5301,7979,Monterey Pop (1968)
5302,7980,"Bridge Too Far, A (1977)"
5303,7981,Infernal Affairs (Mou gaan dou) (2002)
5304,7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)"
5305,7983,Broadway Danny Rose (1984)
5306,7984,From Beyond (1986)
5307,7987,Dolls (1987)
5308,7990,Rock 'N' Roll High School (1979)
5309,7991,Death Race 2000 (1975)
5310,7995,"Wild Angels, The (1966)"
5311,8003,Bedlam (1946)
5312,8008,Brigadoon (1954)
5313,8009,Marjorie Morningstar (1958)
5314,8010,"Power of One, The (1992)"
5315,8011,"Weather Underground, The (2002)"
5316,8012,Kikujiro (Kikujirô no natsu) (1999)
5317,8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)"
5318,8015,"Phantom Tollbooth, The (1970)"
5319,8016,"Getaway, The (1972)"
5320,8019,Dark Water (Honogurai mizu no soko kara) (2002)
5321,8033,How to Steal a Million (1966)
5322,8039,Support Your Local Sheriff! (1969)
5323,8042,Mean Streets (1973)
5324,8044,I Am a Fugitive from a Chain Gang (1932)
5325,8056,Harper (1966)
5326,8057,Sweet Bird of Youth (1962)
5327,8070,Grill Point (Halbe Treppe) (2002)
5328,8093,Shiri (Swiri) (1999)
5329,8094,Bad Day at Black Rock (1955)
5330,8117,In China They Eat Dogs (I Kina spiser de hunde) (1999)
5331,8121,"Seducing Doctor Lewis (Grande séduction, La) (2003)"
5332,8123,Sammy and Rosie Get Laid (1987)
5333,8125,Sunrise: A Song of Two Humans (1927)
5334,8126,Shock Corridor (1963)
5335,8128,Au revoir les enfants (1987)
5336,8129,Sex: The Annabel Chong Story (1999)
5337,8130,"Girl Next Door, The (1999)"
5338,8131,Pursuit of Happiness (2001)
5339,8132,Gladiator (1992)
5340,8133,"Inheritance, The (Arven) (2003)"
5341,8136,Indestructible Man (1956)
5342,8137,"Wasp Woman, The (1959)"
5343,8138,Attack of the Giant Leeches (1959)
5344,8142,Dead or Alive: Hanzaisha (1999)
5345,8143,Lola Montès (1955)
5346,8147,Charly (1968)
5347,8154,"Dolce Vita, La (1960)"
5348,8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998)
5349,8158,Rush (1991)
5350,8167,Captain Blood (1935)
5351,8169,*batteries not included (1987)
5352,8183,Educating Rita (1983)
5353,8187,On Moonlight Bay (1951)
5354,8188,Sansho the Bailiff (Sanshô dayû) (1954)
5355,8189,Zazie dans le métro (1960)
5356,8190,"Americanization of Emily, The (1964)"
5357,8191,Anne of the Thousand Days (1969)
5358,8194,Baby Doll (1956)
5359,8195,"Avventura, L' (Adventure, The) (1960)"
5360,8196,Beyond the Valley of the Dolls (1970)
5361,8197,Hiroshima Mon Amour (1959)
5362,8199,Ugetsu (Ugetsu monogatari) (1953)
5363,8207,"Day of the Jackal, The (1973)"
5364,8208,"Razor's Edge, The (1946)"
5365,8225,Night of the Living Dead (1990)
5366,8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)"
5367,8235,Safety Last! (1923)
5368,8236,While the City Sleeps (1956)
5369,8239,Viridiana (1961)
5370,8240,Totally F***ed Up (1993)
5371,8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)
5372,8254,Arizona Dream (1993)
5373,8256,Queen Christina (1933)
5374,8257,Battleground (1949)
5375,8261,3 Women (Three Women) (1977)
5376,8263,Take Me Out to the Ball Game (1949)
5377,8264,Grey Gardens (1975)
5378,8266,Purple Rain (1984)
5379,8267,Signs of Life (Lebenszeichen) (1968)
5380,8268,Point of No Return (1993)
5381,8273,"Tale of Ham and Passion, A (Jamón, Jamón) (1992)"
5382,8275,College (1927)
5383,8290,Mitchell (1975)
5384,8327,Dolls (2002)
5385,8331,"Man Who Came to Dinner, The (1942)"
5386,8332,Sunday Bloody Sunday (1971)
5387,8336,"Major and the Minor, The (1942)"
5388,8337,"Caine Mutiny, The (1954)"
5389,8338,Black Narcissus (1947)
5390,8340,Escape from Alcatraz (1979)
5391,8341,Oliver Twist (1948)
5392,8360,Shrek 2 (2004)
5393,8361,"Day After Tomorrow, The (2004)"
5394,8362,Raising Helen (2004)
5395,8363,Soul Plane (2004)
5396,8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003)
5397,8366,Saved! (2004)
5398,8367,"Time of the Wolf, The (Le temps du loup) (2003)"
5399,8368,Harry Potter and the Prisoner of Azkaban (2004)
5400,8369,Mindhunters (2004)
5401,8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)"
5402,8371,"Chronicles of Riddick, The (2004)"
5403,8372,Garfield: The Movie (2004)
5404,8373,"Stepford Wives, The (2004)"
5405,8376,Napoleon Dynamite (2004)
5406,8385,Lover Come Back (1961)
5407,8387,Police Academy: Mission to Moscow (1994)
5408,8388,Ring of Bright Water (1969)
5409,8392,Fool for Love (1985)
5410,8403,Helen of Troy (1956)
5411,8404,"Hound of the Baskervilles, The (1939)"
5412,8410,Suddenly (1954)
5413,8420,Possessed (1947)
5414,8422,Kings Row (1942)
5415,8423,"Kid Brother, The (1927)"
5416,8447,This Island Earth (1955)
5417,8451,Blackboard Jungle (1955)
5418,8453,It Had to Be You (2000)
5419,8459,"Heiress, The (1949)"
5420,8460,State Fair (1945)
5421,8462,Executive Suite (1954)
5422,8463,Johnny Belinda (1948)
5423,8464,Super Size Me (2004)
5424,8465,Johnny Eager (1942)
5425,8477,"Jetée, La (1962)"
5426,8482,"Picture of Dorian Gray, The (1945)"
5427,8484,"Human Condition I, The (Ningen no joken I) (1959)"
5428,8485,Samsara (2001)
5429,8487,Please Don't Eat the Daisies (1960)
5430,8491,White Heat (1949)
5431,8492,"Christmas Carol, A (Scrooge) (1951)"
5432,8493,Memphis Belle (1990)
5433,8494,"Cincinnati Kid, The (1965)"
5434,8499,Pretty Baby (1978)
5435,8502,Show Boat (1951)
5436,8504,Box of Moon Light (1996)
5437,8507,Freaks (1932)
5438,8511,"Immigrant, The (1917)"
5439,8522,My Little Chickadee (1940)
5440,8524,"High and the Mighty, The (1954)"
5441,8525,"Ugly Dachshund, The (1966)"
5442,8526,Around the World in 80 Days (2004)
5443,8527,I'll Sleep When I'm Dead (2003)
5444,8528,Dodgeball: A True Underdog Story (2004)
5445,8529,"Terminal, The (2004)"
5446,8530,Dear Frankie (2004)
5447,8531,White Chicks (2004)
5448,8533,"Notebook, The (2004)"
5449,8534,Two Brothers (Deux frères) (2004)
5450,8535,De-Lovely (2004)
5451,8537,Kaena: The Prophecy (Kaena: La prophétie) (2003)
5452,8542,"Day at the Races, A (1937)"
5453,8544,"Now You See Him, Now You Don't (1972)"
5454,8571,Bob & Carol & Ted & Alice (1969)
5455,8572,"Littlest Rebel, The (1935)"
5456,8574,"Claymation Christmas Celebration, A (1987)"
5457,8575,"Happenstance (Battement d'ailes du papillon, Le) (2001)"
5458,8576,Kopps (2003)
5459,8577,Comandante (2003)
5460,8580,Into the Woods (1991)
5461,8581,Pirates of Silicon Valley (1999)
5462,8582,Manufacturing Consent: Noam Chomsky and the Media (1992)
5463,8583,"Clock, The (1945)"
5464,8584,Leave Her to Heaven (1945)
5465,8589,Winter War (Talvisota) (1989)
5466,8591,"Philadelphia Experiment, The (1984)"
5467,8596,Revenge of the Pink Panther (1978)
5468,8600,Angels with Dirty Faces (1938)
5469,8604,Taxi (1998)
5470,8607,Tokyo Godfathers (2003)
5471,8609,Our Hospitality (1923)
5472,8610,All of Me (1984)
5473,8611,"Farmer's Daughter, The (1947)"
5474,8612,Lassie Come Home (1943)
5475,8614,Overboard (1987)
5476,8616,By the Light of the Silvery Moon (1953)
5477,8617,Butterfield 8 (1960)
5478,8618,Johnny Guitar (1954)
5479,8620,"Exterminating Angel, The (Ángel exterminador, El) (1962)"
5480,8622,Fahrenheit 9/11 (2004)
5481,8623,Roxanne (1987)
5482,8625,"Same River Twice, The (2003)"
5483,8629,"Book of Life, The (1998)"
5484,8633,"Last Starfighter, The (1984)"
5485,8636,Spider-Man 2 (2004)
5486,8638,Before Sunset (2004)
5487,8640,King Arthur (2004)
5488,8641,Anchorman: The Legend of Ron Burgundy (2004)
5489,8642,Sleepover (2004)
5490,8643,"Cinderella Story, A (2004)"
5491,8644,"I, Robot (2004)"
5492,8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)"
5493,8650,Long Day's Journey Into Night (1962)
5494,8654,Prince Valiant (1954)
5495,8656,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)"
5496,8657,"Tin Star, The (1957)"
5497,8661,How the West Was Won (1962)
5498,8665,"Bourne Supremacy, The (2004)"
5499,8666,Catwoman (2004)
5500,8667,A Home at the End of the World (2004)
5501,8670,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)"
5502,8672,Battle Hymn (1957)
5503,8675,"Enemy Below, The (1957)"
5504,8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)"
5505,8689,"Shock to the System, A (1990)"
5506,8690,Slaughterhouse-Five (1972)
5507,8695,"Bachelor and the Bobby-Soxer, The (1947)"
5508,8699,Dancing in September (2000)
5509,8700,Destination Tokyo (1943)
5510,8709,How I Got Into College (1989)
5511,8711,Mr. Blandings Builds His Dream House (1948)
5512,8712,My Favorite Wife (1940)
5513,8713,"New Adventures of Pippi Longstocking, The (1988)"
5514,8718,"Snake Pit, The (1948)"
5515,8720,"Super, The (1991)"
5516,8722,Two of a Kind (1983)
5517,8724,"Leopard, The (Gattopardo, Il) (1963)"
5518,8725,"Goodbye, Columbus (1969)"
5519,8727,"Day of the Locust, The (1975)"
5520,8730,To End All Wars (2001)
5521,8743,Biggles (1986)
5522,8745,"World of Suzie Wong, The (1960)"
5523,8751,Gun Crazy (a.k.a. Deadly Is the Female) (1949)
5524,8752,"Set-Up, The (1949)"
5525,8753,Unprecedented: The 2000 Presidential Election (2002)
5526,8754,"Prime of Miss Jean Brodie, The (1969)"
5527,8761,"Three Lives of Thomasina, The (1964)"
5528,8763,"One and Only, Genuine, Original Family Band, The (1968)"
5529,8765,This Gun for Hire (1942)
5530,8766,Black Angel (1946)
5531,8767,"Big Clock, The (1948)"
5532,8768,Criss Cross (1949)
5533,8772,"Spy Who Came in from the Cold, The (1965)"
5534,8777,Roadkill (a.k.a. Roadkill: Move or Die) (1989)
5535,8779,Bon Voyage (2003)
5536,8781,"Manchurian Candidate, The (2004)"
5537,8783,"Village, The (2004)"
5538,8784,Garden State (2004)
5539,8785,Early Summer (Bakushû) (1951)
5540,8790,Revengers Tragedy (2002)
5541,8795,Musa the Warrior (Musa) (2001)
5542,8796,"Funny Thing Happened on the Way to the Forum, A (1966)"
5543,8797,Salesman (1969)
5544,8798,Collateral (2004)
5545,8799,Little Black Book (2004)
5546,8800,Code 46 (2003)
5547,8807,Harold and Kumar Go to White Castle (2004)
5548,8808,"Princess Diaries 2: Royal Engagement, The (2004)"
5549,8810,AVP: Alien vs. Predator (2004)
5550,8811,Yu-Gi-Oh! (2004)
5551,8813,We Don't Live Here Anymore (2004)
5552,8814,Without a Paddle (2004)
5553,8819,Double Trouble (1967)
5554,8820,Spinout (1966)
5555,8821,Harum Scarum (1965)
5556,8823,"Sting II, The (1983)"
5557,8827,"Bill Cosby, Himself (1983)"
5558,8828,Dead Ringer (1964)
5559,8830,Anacondas: The Hunt for the Blood Orchid (2004)
5560,8831,Suspect Zero (2004)
5561,8832,Warriors of Heaven and Earth (Tian di ying xiong) (2003)
5562,8833,Vanity Fair (2004)
5563,8835,Paparazzi (2004)
5564,8836,Wicker Park (2004)
5565,8838,Alice Doesn't Live Here Anymore (1974)
5566,8839,"Mangler, The (1995)"
5567,8840,Who's That Knocking at My Door? (1967)
5568,8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)"
5569,8850,Flipper (1963)
5570,8851,Smile (1975)
5571,8853,"Small Circle of Friends, A (1980)"
5572,8854,Night of the Demons (1988)
5573,8857,Lilith (1964)
5574,8859,SuperBabies: Baby Geniuses 2 (2004)
5575,8860,Cellular (2004)
5576,8861,Resident Evil: Apocalypse (2004)
5577,8864,Mr. 3000 (2004)
5578,8865,Sky Captain and the World of Tomorrow (2004)
5579,8866,Wimbledon (2004)
5580,8870,"Forgotten, The (2004)"
5581,8871,"Last Shot, The (2004)"
5582,8872,"Dirty Shame, A (2004)"
5583,8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
5584,8874,Shaun of the Dead (2004)
5585,8879,Murder on the Orient Express (1974)
5586,8880,Mask (1985)
5587,8882,"Boston Strangler, The (1968)"
5588,8884,"Man with One Red Shoe, The (1985)"
5589,8892,Basket Case 3: The Progeny (1992)
5590,8893,Basket Case 2 (1990)
5591,8899,Hardcore (1979)
5592,8903,"Terror, The (1963)"
5593,8906,Cannibal Holocaust (1980)
5594,8907,Shark Tale (2004)
5595,8908,Ladder 49 (2004)
5596,8910,I Heart Huckabees (2004)
5597,8911,Raise Your Voice (2004)
5598,8914,Primer (2004)
5599,8915,Stage Beauty (2004)
5600,8916,Shall We Dance? (2004)
5601,8917,Team America: World Police (2004)
5602,8918,Eulogy (2004)
5603,8920,"Country Girl, The (1954)"
5604,8921,"Rose Tattoo, The (1955)"
5605,8923,Tess (1979)
5606,8927,Cannonball (1976)
5607,8928,"Fearless Vampire Killers, The (1967)"
5608,8929,Black Beauty (1971)
5609,8930,"Five Obstructions, The (Fem benspænd, De) (2003)"
5610,8931,Born Rich (2003)
5611,8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)"
5612,8935,All I Want for Christmas (1991)
5613,8937,Friday Night Lights (2004)
5614,8938,Tarnation (2003)
5615,8943,Being Julia (2004)
5616,8946,Surviving Christmas (2004)
5617,8947,"Grudge, The (2004)"
5618,8948,Alfie (2004)
5619,8949,Sideways (2004)
5620,8950,The Machinist (2004)
5621,8951,Vera Drake (2004)
5622,8954,Lightning in a Bottle (2004)
5623,8955,Undertow (2004)
5624,8957,Saw (2004)
5625,8958,Ray (2004)
5626,8961,"Incredibles, The (2004)"
5627,8963,It's All About Love (2003)
5628,8964,Callas Forever (2002)
5629,8965,"Polar Express, The (2004)"
5630,8966,Kinsey (2004)
5631,8968,After the Sunset (2004)
5632,8969,Bridget Jones: The Edge of Reason (2004)
5633,8970,Finding Neverland (2004)
5634,8972,National Treasure (2004)
5635,8973,Bad Education (La mala educación) (2004)
5636,8974,"SpongeBob SquarePants Movie, The (2004)"
5637,8977,Alexander (2004)
5638,8979,Guerrilla: The Taking of Patty Hearst (2004)
5639,8981,Closer (2004)
5640,8982,I Am David (2003)
5641,8983,House of Flying Daggers (Shi mian mai fu) (2004)
5642,8984,Ocean's Twelve (2004)
5643,8985,Blade: Trinity (2004)
5644,8986,"Bellboy, The (1960)"
5645,8987,Bush's Brain (2004)
5646,8988,Cinderfella (1960)
5647,8989,Damn Yankees! (1958)
5648,8998,That's Entertainment (1974)
5649,8999,"That's Entertainment, Part II (1976)"
5650,9000,That's Entertainment! III (1994)
5651,9001,"Wackiest Ship in the Army, The (1960)"
5652,9004,D.A.R.Y.L. (1985)
5653,9005,Fire in the Sky (1993)
5654,9010,Love Me If You Dare (Jeux d'enfants) (2003)
5655,9012,Ruby Gentry (1952)
5656,9018,Control Room (2004)
5657,25737,"Golem, The (Golem, wie er in die Welt kam, Der) (1920)"
5658,25744,Haxan: Witchcraft Through the Ages (a.k.a. The Witches) (1922)
5659,25750,Sherlock Jr. (1924)
5660,25752,"Freshman, The (1925)"
5661,25753,Greed (1924)
5662,25755,"Phantom of the Opera, The (1925)"
5663,25763,"Pandora's Box (Büchse der Pandora, Die) (1929)"
5664,25764,"Cameraman, The (1928)"
5665,25769,"Steamboat Bill, Jr. (1928)"
5666,25771,"Andalusian Dog, An (Chien andalou, Un) (1929)"
5667,25773,Little Caesar (1931)
5668,25774,"Golden Age, The (Âge d'Or, L') (1930)"
5669,25777,Monkey Business (1931)
5670,25788,Scarface (1932)
5671,25792,"I Was Born, But... (a.k.a. Children of Tokyo) (Otona no miru ehon - Umarete wa mita keredo) (1932)"
5672,25795,Dinner at Eight (1933)
5673,25801,She Done Him Wrong (1933)
5674,25805,"Atalante, L' (1934)"
5675,25807,"Black Cat, The (1934)"
5676,25825,Fury (1936)
5677,25826,Libeled Lady (1936)
5678,25827,Mr. Deeds Goes to Town (1936)
5679,25828,"Petrified Forest, The (1936)"
5680,25839,Nothing Sacred (1937)
5681,25841,Stage Door (1937)
5682,25842,Topper (1937)
5683,25850,Holiday (1938)
5684,25852,Gaslight (1940)
5685,25856,Wuthering Heights (1939)
5686,25865,"Letter, The (1940)"
5687,25868,Ball of Fire (1941)
5688,25874,Never Give a Sucker an Even Break (1941)
5689,25882,"Hard Way, The (1943)"
5690,25886,Random Harvest (1942)
5691,25891,Heaven Can Wait (1943)
5692,25898,Day of Wrath (Vredens dag) (1943)
5693,25900,"Curse of the Cat People, The (1944)"
5694,25901,"Henry V (Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The) (1944)"
5695,25904,Ministry of Fear (1944)
5696,25906,Mr. Skeffington (1944)
5697,25911,"Woman in the Window, The (1944)"
5698,25916,They Were Expendable (1945)
5699,25920,"Blue Dahlia, The (1946)"
5700,25927,"Stranger, The (1946)"
5701,25929,Nightmare Alley (1947)
5702,25930,Odd Man Out (1947)
5703,25937,Easter Parade (1948)
5704,25940,"Lady from Shanghai, The (1947)"
5705,25941,Letter from an Unknown Woman (1948)
5706,25945,They Live by Night (1949)
5707,25947,Unfaithfully Yours (1948)
5708,25952,"Letter to Three Wives, A (1949)"
5709,25962,King Solomon's Mines (1950)
5710,25965,Summer Stock (1950)
5711,25971,Carrie (1952)
5712,25972,Clash by Night (1952)
5713,25993,Magnificent Obsession (1954)
5714,25995,Samurai I: Musashi Miyamoto (Miyamoto Musashi) (1954)
5715,25996,"Star Is Born, A (1954)"
5716,25999,The Wild One (1953)
5717,26003,Night and Fog (Nuit et brouillard) (1955)
5718,26005,Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: Ichijôji no kettô) (1955)
5719,26007,"Unknown Soldier, The (Tuntematon sotilas) (1955)"
5720,26009,"Burmese Harp, The (Biruma no tategoto) (1956)"
5721,26010,Carousel (1956)
5722,26012,Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima) (1956)
5723,26013,Rodan (Sora no daikaijû Radon) (1956)
5724,26025,"Spirit of St. Louis, The (1957)"
5725,26052,Pickpocket (1959)
5726,26079,David and Lisa (1962)
5727,26082,Harakiri (Seppuku) (1962)
5728,26084,"Music Man, The (1962)"
5729,26085,Mutiny on the Bounty (1962)
5730,26086,"Occurrence at Owl Creek Bridge, An (La rivière du hibou) (1962)"
5731,26093,"Wonderful World of the Brothers Grimm, The (1962)"
5732,26094,"Eclisse, L' (Eclipse) (1962)"
5733,26111,Becket (1964)
5734,26116,"Hush... Hush, Sweet Charlotte (1964)"
5735,26117,"Killers, The (1964)"
5736,26122,Onibaba (1964)
5737,26125,"Spider Baby or, The Maddest Story Ever Told (Spider Baby) (1968)"
5738,26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)"
5739,26133,"Charlie Brown Christmas, A (1965)"
5740,26147,"Thousand Clowns, A (1965)"
5741,26150,Andrei Rublev (Andrey Rublyov) (1969)
5742,26151,Au Hasard Balthazar (1966)
5743,26152,Batman (1966)
5744,26157,Manos: The Hands of Fate (1966)
5745,26160,Asterix and the Gauls (Astérix le Gaulois) (1967)
5746,26163,Don't Look Back (1967)
5747,26164,Fando and Lis (Fando y Lis) (1968)
5748,26171,Play Time (a.k.a. Playtime) (1967)
5749,26172,Point Blank (1967)
5750,26176,Titicut Follies (1967)
5751,26178,Two for the Road (1967)
5752,26180,Up the Down Staircase (1967)
5753,26188,"Heart Is a Lonely Hunter, The (1968)"
5754,26198,"Yours, Mine and Ours (1968)"
5755,26199,Alice's Restaurant (1969)
5756,26208,My Night At Maud's (Ma Nuit Chez Maud) (1969)
5757,26228,"Swedish Love Story, A (Kärlekshistoria, En) (1970)"
5758,26229,"Landlord, The (1970)"
5759,26231,Performance (1970)
5760,26241,The Devils (1971)
5761,26242,Duel (1971)
5762,26251,Mon Oncle Antoine (1971)
5763,26258,"Topo, El (1970)"
5764,26265,Dr. Phibes Rises Again (1972)
5765,26268,The Tall Blond Man with One Black Shoe (1972)
5766,26271,Lady Sings the Blues (1972)
5767,26294,My Name Is Nobody (Il Mio nome è Nessuno) (1973)
5768,26302,Scarecrow (1973)
5769,26303,Sisters (1973)
5770,26313,California Split (1974)
5771,26317,Emmanuelle (1974)
5772,26318,"Phantom of Liberty, The (Fantôme de la liberté, Le) (1974)"
5773,26320,Flesh for Frankenstein (a.k.a. Andy Warhol's Frankenstein) (1973)
5774,26322,Gone in 60 Seconds (1974)
5775,26323,"Groove Tube, The (1974)"
5776,26324,Harry and Tonto (1974)
5777,26325,Hearts and Minds (1974)
5778,26326,"Holy Mountain, The (Montaña sagrada, La) (1973)"
5779,26338,Cousin cousine (1975)
5780,26342,"Farewell, My Lovely (1975)"
5781,26346,"Story of Adele H., The (Histoire d'Adèle H., L') (1975)"
5782,26349,Night Moves (1975)
5783,26350,"Passenger, The (Professione: reporter) (1975)"
5784,26366,Harlan County U.S.A. (1976)
5785,26371,The Missouri Breaks (1976)
5786,26375,Silver Streak (1976)
5787,26386,High Anxiety (1977)
5788,26391,"New York, New York (1977)"
5789,26393,Sorcerer (1977)
5790,26394,"Turning Point, The (1977)"
5791,26400,Gates of Heaven (1978)
5792,26403,"Hobbit, The (1977)"
5793,26404,In Praise of Older Women (1978)
5794,26409,"Clonus Horror, The (1979)"
5795,26413,Snake in the Eagle's Shadow (Se ying diu sau) (1978)
5796,26414,"Wedding, A (1978)"
5797,26422,Hair (1979)
5798,26425,"In-Laws, The (1979)"
5799,26430,"Luna, La (1979)"
5800,26435,Starting Over (1979)
5801,26462,Bad Boys (1983)
5802,26464,Blue Thunder (1983)
5803,26467,"Day After, The (1983)"
5804,26471,Eddie Murphy Delirious (1983)
5805,26472,"Norte, El (1984)"
5806,26480,"Raiders of Atlantis, The (1983)"
5807,26485,Rumble Fish (1983)
5808,26487,Star 80 (1983)
5809,26492,Twilight Zone: The Movie (1983)
5810,26494,Suburbia (1984)
5811,26501,Choose Me (1984)
5812,26505,Comfort and Joy (1984)
5813,26509,Electric Dreams (1984)
5814,26513,"Ice Pirates, The (1984)"
5815,26524,"Times of Harvey Milk, The (1984)"
5816,26528,Anne of Green Gables (1985)
5817,26547,Police Story (Ging chaat goo si) (1985)
5818,26554,"Quiet Earth, The (1985)"
5819,26555,Spies Like Us (1985)
5820,26562,White Nights (1985)
5821,26564,'Round Midnight (1986)
5822,26574,Ginger and Fred (Ginger e Fred) (1986)
5823,26578,"Sacrifice, The (Offret - Sacraficatio) (1986)"
5824,26581,Sherman's March (1985)
5825,26585,"Better Tomorrow, A (Ying hung boon sik) (1986)"
5826,26587,"Decalogue, The (Dekalog) (1989)"
5827,26599,"Law of Desire (Ley del deseo, La) (1987)"
5828,26603,Prince of Darkness (1987)
5829,26606,"Chinese Ghost Story, A (Sinnui yauwan) (1987)"
5830,26614,"Bourne Identity, The (1988)"
5831,26622,Dominick and Eugene (1988)
5832,26631,Alice (Neco z Alenky) (1988)
5833,26649,Lonesome Dove (1989)
5834,26655,Common Threads: Stories from the Quilt (1989)
5835,26662,Kiki's Delivery Service (Majo no takkyûbin) (1989)
5836,26663,Monsieur Hire (1989)
5837,26680,Cry-Baby (1990)
5838,26684,Frankenhooker (1990)
5839,26686,Ghost Dad (1990)
5840,26689,Havana (1990)
5841,26693,It (1990)
5842,26694,Ju Dou (1990)
5843,26695,"Krays, The (1990)"
5844,26700,Nuns on the Run (1990)
5845,26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)
5846,26702,"Reflecting Skin, The (1990)"
5847,26704,State of Grace (1990)
5848,26712,35 Up (1991)
5849,26726,Dutch (1991)
5850,26729,Hearts of Darkness: A Filmmakers Apocalypse (1991)
5851,26731,Homicide (1991)
5852,26732,Johnny Stecchino (1991)
5853,26736,Riki-Oh: The Story of Ricky (Lik Wong) (1991)
5854,26737,Light Sleeper (1992)
5855,26749,Prospero's Books (1991)
5856,26750,Quigley Down Under (1990)
5857,26775,Johnny Suede (1991)
5858,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)
5859,26782,"Mambo Kings, The (1992)"
5860,26784,Night and the City (1992)
5861,26788,"Story of Qiu Ju, The (Qiu Ju da guan si) (1992)"
5862,26791,Shining Through (1992)
5863,26797,Visions of Light: The Art of Cinematography (1992)
5864,26809,"Baby of Mâcon, The (a.k.a. The Baby of Macon) (1993)"
5865,26810,Bad Boy Bubby (1993)
5866,26812,Barbarians at the Gate (1993)
5867,26819,Fortress (1992)
5868,26835,"Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom, The (1993)"
5869,26838,"Snapper, The (1993)"
5870,26840,Sonatine (Sonachine) (1993)
5871,26842,Tai Chi Master (Twin Warriors) (Tai ji: Zhang San Feng) (1993)
5872,26843,Three of Hearts (1993)
5873,26850,71 Fragments of a Chronology of Chance (71 Fragmente einer Chronologie des Zufalls) (1994)
